WALKING 06
Date:,2019/07/18
Time:,15:31:02
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.860000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.650000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,*8,,,*9,,,*10,,,*11,,,*12,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
1906,205.977827,342.892369,0.000000,200.000000,300.000000,0.000000,59.060669,154.676651,690.555176,29619.547298,-4128.019037,-5684.415642,406.030809,818.052506,0.000000,462.000000,902.000000,0.000000,-0.827021,-76.575363,314.769867,-26424.141430,17617.414669,2334.045637
1907,206.128619,343.047573,0.000000,200.000000,300.000000,0.000000,57.695759,154.288376,685.103638,29492.048735,-4198.739445,-5646.555674,405.931988,818.142646,0.000000,462.000000,902.000000,0.000000,-1.073397,-78.071732,316.728546,-26560.017660,17758.339984,2336.542828
1908,206.098339,342.895418,0.000000,200.000000,300.000000,0.000000,56.538052,153.647751,679.222961,29135.552895,-4142.131888,-5634.632339,406.560870,819.259307,0.000000,462.000000,902.000000,0.000000,-1.290743,-79.048141,320.547821,-26522.348902,17770.892367,2322.769215
1909,206.281524,343.066924,0.000000,200.000000,300.000000,0.000000,55.730263,153.249756,673.303223,28997.098793,-4229.370118,-5615.183621,406.589781,818.926599,0.000000,462.000000,902.000000,0.000000,-1.473176,-79.596748,323.158630,-26845.886391,17906.290372,2331.146202
1910,206.418648,343.078894,0.000000,200.000000,300.000000,0.000000,54.487331,152.848251,667.552734,28757.433524,-4284.785837,-5511.696296,406.437361,819.192565,0.000000,462.000000,902.000000,0.000000,-0.940655,-79.853653,326.766815,-27058.721940,18156.026679,2336.459542
1911,206.494030,343.473359,0.000000,200.000000,300.000000,0.000000,53.647453,152.198715,661.156738,28742.704025,-4293.571635,-5547.665913,406.993291,819.392129,0.000000,462.000000,902.000000,0.000000,-1.163290,-79.748474,331.674896,-27398.957158,18244.344376,2289.855871
1912,206.543161,343.485266,0.000000,200.000000,300.000000,0.000000,52.448563,151.928787,655.451538,28502.484339,-4288.724792,-5423.613728,406.970251,819.022127,0.000000,462.000000,902.000000,0.000000,-1.199161,-79.192688,335.891235,-27871.540206,18484.010275,2284.510202
1913,206.752148,343.794296,0.000000,200.000000,300.000000,0.000000,51.009472,150.946976,648.787781,28413.204333,-4380.710928,-5432.899995,406.634639,818.695908,0.000000,462.000000,902.000000,0.000000,-1.281514,-78.503304,340.715027,-28382.955944,18863.810471,2259.585474
1914,206.733431,343.688521,0.000000,200.000000,300.000000,0.000000,50.093685,150.590988,642.653809,28076.594627,-4327.264981,-5358.225717,407.064423,819.067250,0.000000,462.000000,902.000000,0.000000,-1.013424,-77.602394,346.838623,-28764.280766,19053.779964,2250.115548
1915,207.102655,343.774120,0.000000,200.000000,300.000000,0.000000,48.840027,149.782669,636.726868,27872.158338,-4522.451143,-5283.371620,407.051374,818.194861,0.000000,462.000000,902.000000,0.000000,-1.008166,-76.427414,352.534515,-29544.204097,19371.287318,2229.619326
1916,207.063499,344.093800,0.000000,200.000000,300.000000,0.000000,47.894531,148.711441,629.898804,27774.631732,-4449.289807,-5243.050186,406.928665,817.769579,0.000000,462.000000,902.000000,0.000000,-1.280528,-75.440979,357.444336,-30107.686773,19684.936813,2180.073345
1917,207.267088,344.245514,0.000000,200.000000,300.000000,0.000000,46.510242,148.047546,623.238342,27575.500595,-4529.127992,-5202.065520,407.312943,817.773175,0.000000,462.000000,902.000000,0.000000,-1.327610,-74.076347,364.480286,-30699.017375,19932.354035,2118.759754
1918,207.336423,344.346677,0.000000,200.000000,300.000000,0.000000,45.618763,146.743210,617.315674,27375.898562,-4528.888880,-5116.260555,407.584078,817.440905,0.000000,462.000000,902.000000,0.000000,-1.438771,-72.724594,371.301666,-31396.932985,20204.722602,2094.868860
1919,207.456669,344.659849,0.000000,200.000000,300.000000,0.000000,44.551647,145.936310,610.917603,27283.487686,-4555.410541,-5074.332741,407.535271,816.997031,0.000000,462.000000,902.000000,0.000000,-1.685398,-71.645622,377.210419,-32064.005356,20544.663207,1957.328936
1920,207.525424,344.810643,0.000000,200.000000,300.000000,0.000000,43.300991,145.128815,603.181274,27028.940665,-4539.194714,-5019.073024,407.800415,816.892384,0.000000,462.000000,902.000000,0.000000,-1.673023,-70.448143,383.683502,-32654.388237,20795.486522,1943.814246
1921,207.825060,344.830669,0.000000,200.000000,300.000000,0.000000,42.198769,143.947327,597.857849,26802.367168,-4678.273324,-4985.341535,407.611205,816.537218,0.000000,462.000000,902.000000,0.000000,-1.395931,-70.063805,389.031555,-33247.719066,21158.957571,1898.216309
1922,208.023316,344.795872,0.000000,200.000000,300.000000,0.000000,40.522243,143.269547,590.505493,26452.208297,-4737.812366,-4872.099433,408.016197,816.514554,0.000000,462.000000,902.000000,0.000000,-1.745744,-69.183258,396.111115,-33861.735368,21383.584487,1779.304440
1923,208.108301,345.114710,0.000000,200.000000,300.000000,0.000000,39.642723,141.977402,583.763123,26336.304157,-4733.327232,-4816.675797,408.110551,816.514645,0.000000,462.000000,902.000000,0.000000,-1.344513,-68.611107,402.499725,-34407.831810,21690.488386,1763.214426
1924,208.226499,345.331782,0.000000,200.000000,300.000000,0.000000,38.401993,140.961075,576.672180,26141.577298,-4743.993077,-4779.201156,408.308744,816.219924,0.000000,462.000000,902.000000,0.000000,-1.767812,-68.581039,408.367065,-35029.757810,21925.740695,1670.833412
1925,208.463407,345.281989,0.000000,200.000000,300.000000,0.000000,36.767342,140.392822,570.571472,25836.611076,-4828.978643,-4647.257153,408.243670,816.658333,0.000000,462.000000,902.000000,0.000000,-1.728605,-68.593895,414.187103,-35347.417792,22265.178670,1624.312060
1926,208.665186,345.489148,0.000000,200.000000,300.000000,0.000000,35.964211,139.266663,563.053711,25612.833506,-4878.965203,-4606.725648,408.695572,816.590119,0.000000,462.000000,902.000000,0.000000,-1.780825,-68.959381,420.750977,-35936.290972,22427.890346,1582.116500
1927,208.867191,345.576909,0.000000,200.000000,300.000000,0.000000,34.507420,138.445572,555.401733,25313.494299,-4924.853100,-4485.625958,409.071055,817.475058,0.000000,462.000000,902.000000,0.000000,-1.484059,-69.532654,428.439056,-36213.786497,22676.827221,1594.850436
1928,209.099245,345.505116,0.000000,200.000000,300.000000,0.000000,33.299171,137.449905,548.527100,24960.789313,-4991.182603,-4408.546564,409.984458,818.604482,0.000000,462.000000,902.000000,0.000000,-1.801045,-70.291046,438.599457,-36577.228866,22813.988465,1523.791338
1929,209.276324,345.875808,0.000000,200.000000,300.000000,0.000000,32.061092,135.980515,541.132751,24824.902131,-5019.722631,-4338.578962,410.636323,819.369480,0.000000,462.000000,902.000000,0.000000,-2.013751,-72.043701,447.288971,-36959.720246,22974.406063,1517.447678
1930,209.523498,345.886664,0.000000,200.000000,300.000000,0.000000,30.906395,135.306152,533.871277,24497.571925,-5084.322172,-4304.941572,411.126181,820.459383,0.000000,462.000000,902.000000,0.000000,-1.850698,-73.593681,457.236115,-37283.314825,23261.347391,1491.387168
1931,209.593489,346.135854,0.000000,200.000000,300.000000,0.000000,29.473328,134.154541,525.787659,24257.662595,-5044.137887,-4187.367598,411.886913,821.613259,0.000000,462.000000,902.000000,0.000000,-1.972797,-75.164116,469.484344,-37740.316227,23527.309779,1446.999623
1932,209.795775,346.222387,0.000000,200.000000,300.000000,0.000000,28.431234,132.695374,518.697998,23975.459509,-5081.049098,-4089.508547,412.712908,823.193445,0.000000,462.000000,902.000000,0.000000,-1.814972,-77.359871,481.426147,-37939.536099,23728.095026,1367.774606
1933,210.098999,346.138905,0.000000,200.000000,300.000000,0.000000,26.906561,131.985519,511.475983,23598.941703,-5165.395225,-3999.599436,413.329147,824.689395,0.000000,462.000000,902.000000,0.000000,-2.052568,-80.152451,495.454987,-38303.924835,24114.217022,1368.166543
1934,210.265795,346.267296,0.000000,200.000000,300.000000,0.000000,25.996853,130.306824,503.567505,23298.706572,-5169.520984,-3922.196709,414.151862,826.041538,0.000000,462.000000,902.000000,0.000000,-1.979073,-83.963654,509.574402,-38706.487806,24382.186139,1260.964132
1935,210.351293,346.661564,0.000000,200.000000,300.000000,0.000000,24.901424,128.837357,495.916901,23140.258394,-5133.381161,-3845.327241,414.405438,826.778926,0.000000,462.000000,902.000000,0.000000,-1.831510,-87.504051,519.484131,-39076.154025,24724.619441,1165.204357
1936,210.770099,346.247937,0.000000,200.000000,300.000000,0.000000,23.265146,128.337509,488.995453,22615.030662,-5266.529367,-3775.441263,415.218004,827.724585,0.000000,462.000000,902.000000,0.000000,-2.100313,-91.787468,530.740112,-39420.942246,24829.082056,1178.374943
1937,210.766554,346.577350,0.000000,200.000000,300.000000,0.000000,22.324606,126.537460,480.526489,22381.650547,-5173.614171,-3695.316269,415.629756,829.018055,0.000000,462.000000,902.000000,0.000000,-1.936082,-95.803696,540.558228,-39450.990890,25065.816818,1141.202233
1938,211.129413,346.681598,0.000000,200.000000,300.000000,0.000000,21.085571,125.464996,472.572693,22060.448642,-5259.456614,-3627.253112,416.144452,830.304566,0.000000,462.000000,902.000000,0.000000,-1.913469,-99.447075,549.418274,-39390.781460,25193.875969,1087.282893
1939,211.403189,346.293810,0.000000,200.000000,300.000000,0.000000,19.353960,124.688316,464.960449,21524.790835,-5302.032040,-3523.757898,416.541484,831.395765,0.000000,462.000000,902.000000,0.000000,-1.643740,-104.218742,557.025635,-39328.368685,25321.558487,1178.240738
1940,211.598266,346.599145,0.000000,200.000000,300.000000,0.000000,18.237682,122.898643,457.135590,21302.127661,-5301.979994,-3431.724566,416.852721,832.481613,0.000000,462.000000,902.000000,0.000000,-2.056776,-108.266609,564.627930,-39252.022745,25491.414671,1248.151189
1941,211.844989,346.882852,0.000000,200.000000,300.000000,0.000000,17.035400,121.636841,448.277710,21016.537432,-5309.844691,-3306.562055,417.205057,833.410092,0.000000,462.000000,902.000000,0.000000,-1.795799,-112.454811,570.496277,-39130.287324,25555.348287,1282.366947
1942,212.372323,346.927873,0.000000,200.000000,300.000000,0.000000,15.294541,120.399460,439.626251,20630.724855,-5439.197860,-3264.234099,417.663612,834.595689,0.000000,462.000000,902.000000,0.000000,-2.161597,-116.023010,576.488892,-38857.836645,25559.435425,1432.242361
1943,212.340827,347.041252,0.000000,200.000000,300.000000,0.000000,14.519125,118.453659,431.462128,20296.518660,-5324.599598,-3110.877581,417.894670,835.780058,0.000000,462.000000,902.000000,0.000000,-2.049195,-119.178894,582.350769,-38563.234183,25684.772579,1522.729063
1944,212.758521,346.417359,0.000000,200.000000,300.000000,0.000000,12.808647,117.633507,423.719879,19667.957931,-5406.039163,-3023.889274,418.283582,836.686607,0.000000,462.000000,902.000000,0.000000,-1.979381,-122.245499,587.171753,-38350.179380,25669.045901,1531.139890
1945,213.009256,346.888650,0.000000,200.000000,300.000000,0.000000,11.608438,115.876518,414.083405,19415.811976,-5386.917022,-2920.432666,418.584681,837.503352,0.000000,462.000000,902.000000,0.000000,-1.981779,-124.976616,590.864075,-38108.752005,25652.552401,1656.745792
1946,213.230347,346.946323,0.000000,200.000000,300.000000,0.000000,10.556125,114.350616,406.907806,19102.825330,-5383.531670,-2806.073880,418.644623,838.190526,0.000000,462.000000,902.000000,0.000000,-2.026338,-127.272400,595.728149,-38013.099688,25828.018291,1660.380645
1947,213.374909,346.736310,0.000000,200.000000,300.000000,0.000000,8.993442,112.945091,397.743866,18589.080637,-5319.788023,-2679.224406,419.086948,839.041052,0.000000,462.000000,902.000000,0.000000,-1.824063,-129.018021,599.981262,-37774.189162,25747.026826,1674.985277
1948,213.911251,347.109939,0.000000,200.000000,300.000000,0.000000,7.922423,110.803246,389.011169,18326.292498,-5411.632097,-2599.889144,419.319379,839.720098,0.000000,462.000000,902.000000,0.000000,-1.904608,-130.303192,603.365051,-37577.516452,25751.995018,1681.612945
1949,214.160321,347.209915,0.000000,200.000000,300.000000,0.000000,7.113324,108.837593,380.197632,17949.098049,-5383.720615,-2507.601326,419.420098,840.303774,0.000000,462.000000,902.000000,0.000000,-1.753087,-130.879120,607.095459,-37455.498676,25850.065415,1613.253314
1950,214.511399,347.457665,0.000000,200.000000,300.000000,0.000000,5.550981,107.124100,371.333069,17622.600544,-5388.562158,-2400.008996,419.662676,841.204707,0.000000,462.000000,902.000000,0.000000,-1.530566,-131.321426,611.690552,-37187.906597,25897.340811,1537.344465
1951,214.462444,347.369345,0.000000,200.000000,300.000000,0.000000,4.949585,104.596237,363.167511,17203.007189,-5252.289832,-2301.245394,419.847126,841.148768,0.000000,462.000000,902.000000,0.000000,-2.184233,-131.527878,616.033203,-37486.379134,25967.569780,1498.893828
1952,214.930200,347.498320,0.000000,200.000000,300.000000,0.000000,3.923594,102.707596,353.230042,16777.833496,-5273.795181,-2209.420763,420.167194,841.692016,0.000000,462.000000,902.000000,0.000000,-2.195929,-131.586060,620.586975,-37426.349605,25960.894827,1416.546293
1953,215.060869,347.693087,0.000000,200.000000,300.000000,0.000000,3.180830,100.279327,344.544983,16432.413793,-5189.146694,-2124.864398,420.050878,841.937324,0.000000,462.000000,902.000000,0.000000,-1.997533,-131.269608,624.449280,-37506.094639,26195.099254,1354.576014
1954,215.440373,347.722599,0.000000,200.000000,300.000000,0.000000,2.502911,97.795647,336.204742,16044.564149,-5191.126541,-2030.545630,420.393550,842.213349,0.000000,462.000000,902.000000,0.000000,-2.078659,-130.545593,630.567871,-37699.540982,26235.690628,1301.255536
1955,215.610905,347.859313,0.000000,200.000000,300.000000,0.000000,1.606606,96.138611,326.960938,15648.125841,-5104.156209,-1939.669894,420.444729,842.228939,0.000000,462.000000,902.000000,0.000000,-2.100408,-130.030106,636.343018,-38034.897510,26443.406662,1239.068057
1956,216.014150,347.755408,0.000000,200.000000,300.000000,0.000000,0.570780,93.994888,317.239105,15149.882834,-5080.314625,-1804.912690,420.645358,842.619240,0.000000,462.000000,902.000000,0.000000,-2.204753,-129.669556,641.331299,-38082.739747,26522.026067,1152.651797
1957,215.972379,348.169604,0.000000,200.000000,300.000000,0.000000,-0.094505,91.875961,307.522003,14813.213002,-4911.857946,-1735.769334,420.865308,842.735284,0.000000,462.000000,902.000000,0.000000,-2.181501,-129.000626,646.279297,-38301.558871,26584.499954,1081.428813
1958,216.551032,347.732784,0.000000,200.000000,300.000000,0.000000,-1.219084,90.053329,297.152618,14183.921891,-4918.182582,-1642.612811,420.755287,842.927530,0.000000,462.000000,902.000000,0.000000,-2.262980,-128.660645,651.443787,-38482.393619,26868.611793,978.288010
1959,216.420511,347.867481,0.000000,200.000000,300.000000,0.000000,-1.883876,87.381615,288.382690,13804.152926,-4735.391277,-1529.251825,421.108742,843.121855,0.000000,462.000000,902.000000,0.000000,-2.467647,-128.290771,656.521240,-38654.752748,26845.979471,919.516818
1960,216.876452,347.958029,0.000000,200.000000,300.000000,0.000000,-2.921556,85.779243,278.705811,13366.181402,-4703.565253,-1429.247536,421.093983,843.296087,0.000000,462.000000,902.000000,0.000000,-2.282458,-128.130600,661.167236,-38813.103946,27045.718475,937.064177
1961,216.800750,347.914915,0.000000,200.000000,300.000000,0.000000,-3.674319,83.482994,269.289276,12902.972669,-4524.261694,-1336.417863,421.176333,843.546461,0.000000,462.000000,902.000000,0.000000,-2.396587,-128.485916,664.942566,-38868.246521,27145.393938,818.158681
1962,217.229789,348.187335,0.000000,200.000000,300.000000,0.000000,-4.160491,80.809280,259.055389,12483.188915,-4463.469755,-1159.187493,421.293162,843.603561,0.000000,462.000000,902.000000,0.000000,-2.389379,-127.951477,669.153503,-39076.181801,27239.123357,790.062312
1963,217.814625,348.225575,0.000000,200.000000,300.000000,0.000000,-5.133618,78.989845,248.600311,11988.892957,-4428.721345,-1150.353460,421.412218,843.926395,0.000000,462.000000,902.000000,0.000000,-2.514109,-128.518723,673.493958,-39112.221848,27335.625942,762.986259
1964,217.672297,348.639148,0.000000,200.000000,300.000000,0.000000,-5.591103,76.309135,239.271439,11637.958902,-4228.476036,-1086.211223,421.377950,844.129617,0.000000,462.000000,902.000000,0.000000,-2.568684,-128.734573,676.358215,-39141.109087,27475.056936,731.244094
1965,218.406800,348.716529,0.000000,200.000000,300.000000,0.000000,-6.278578,74.156258,229.595825,11185.111598,-4226.124365,-993.346331,421.564077,844.178364,0.000000,462.000000,902.000000,0.000000,-2.309335,-128.561279,680.831665,-39366.800711,27530.056816,685.254113
1966,218.331157,348.334067,0.000000,200.000000,300.000000,0.000000,-6.924018,72.036728,220.741821,10669.349888,-4046.452922,-908.316281,421.609366,844.513731,0.000000,462.000000,902.000000,0.000000,-2.285071,-129.075775,683.826050,-39310.608278,27620.167840,703.797617
1967,218.230424,348.887219,0.000000,200.000000,300.000000,0.000000,-6.975206,68.804848,210.984360,10314.438684,-3846.334383,-830.137891,421.748351,844.724563,0.000000,462.000000,902.000000,0.000000,-2.333430,-129.389862,687.559204,-39380.253678,27675.391975,669.282293
1968,219.233287,349.061273,0.000000,200.000000,300.000000,0.000000,-7.826961,66.873589,200.703201,9846.754494,-3860.182235,-773.513056,421.878440,845.091486,0.000000,462.000000,902.000000,0.000000,-2.105532,-129.899841,690.987366,-39323.064468,27723.490829,603.109909
1969,219.484602,349.769624,0.000000,200.000000,300.000000,0.000000,-8.152326,64.214844,190.771881,9494.644744,-3717.114187,-702.155211,421.947492,845.202346,0.000000,462.000000,902.000000,0.000000,-2.219307,-130.195251,694.983093,-39473.409270,27835.815772,664.406547
1970,219.808704,349.402094,0.000000,200.000000,300.000000,0.000000,-8.394181,61.665733,182.696182,9025.573929,-3618.974545,-614.899961,422.052916,845.505302,0.000000,462.000000,902.000000,0.000000,-2.354858,-130.388184,698.540222,-39463.818844,27904.644623,611.067473
1971,220.368236,349.279430,0.000000,200.000000,300.000000,0.000000,-8.952699,59.602955,173.324249,8541.320163,-3530.309164,-572.043158,422.235683,845.739562,0.000000,462.000000,902.000000,0.000000,-2.341864,-130.690399,703.098511,-39556.629849,27958.232126,587.706804
1972,220.547092,350.002290,0.000000,200.000000,300.000000,0.000000,-9.063149,56.616409,164.643066,8232.530346,-3382.936267,-576.877563,422.348803,845.992119,0.000000,462.000000,902.000000,0.000000,-2.311596,-131.127335,706.832153,-39588.171290,28026.740984,614.715355
1973,220.600275,350.497956,0.000000,200.000000,300.000000,0.000000,-9.226872,54.190170,155.189041,7836.729384,-3196.936887,-530.051593,422.392549,846.187670,0.000000,462.000000,902.000000,0.000000,-2.535807,-131.133865,710.389954,-39648.518253,28136.735423,572.387492
1974,221.373820,350.920951,0.000000,200.000000,300.000000,0.000000,-9.129155,51.784142,146.859283,7478.214342,-3138.943830,-426.142079,422.383790,846.392154,0.000000,462.000000,902.000000,0.000000,-2.503807,-131.085739,715.469666,-39785.726708,28344.196284,634.563459
1975,220.703946,351.843651,0.000000,200.000000,300.000000,0.000000,-9.020599,48.785961,138.398026,7175.058951,-2865.385309,-407.570235,422.419681,846.419942,0.000000,462.000000,902.000000,0.000000,-2.354424,-131.144623,718.379395,-39927.568091,28433.685442,552.826651
1976,221.116410,352.772709,0.000000,200.000000,300.000000,0.000000,-8.926098,46.539009,129.808228,6850.331763,-2741.083735,-436.136232,422.760497,846.708975,0.000000,462.000000,902.000000,0.000000,-2.708311,-131.041260,723.325134,-39993.387987,28382.918808,527.942133
1977,221.232034,352.040491,0.000000,200.000000,300.000000,0.000000,-8.984944,43.980881,122.424049,6371.007601,-2599.311616,-400.654075,422.782153,846.784084,0.000000,462.000000,902.000000,0.000000,-2.655742,-130.989151,728.188354,-40207.587048,28557.979175,472.649278
1978,221.590347,352.871286,0.000000,200.000000,300.000000,0.000000,-8.528359,41.148750,114.095535,6032.377687,-2463.362154,-391.606169,422.802759,846.875632,0.000000,462.000000,902.000000,0.000000,-2.605167,-130.952316,731.357971,-40315.645794,28667.214667,479.745218
1979,221.643642,353.548758,0.000000,200.000000,300.000000,0.000000,-8.775146,38.923462,107.097420,5734.933846,-2317.978229,-422.783547,422.864353,847.089200,0.000000,462.000000,902.000000,0.000000,-2.513358,-130.546173,736.434998,-40438.234726,28820.860406,388.384919
1980,221.934633,355.239405,0.000000,200.000000,300.000000,0.000000,-8.307050,36.099667,99.891640,5517.954781,-2191.086443,-340.349168,422.985667,847.226048,0.000000,462.000000,902.000000,0.000000,-2.676483,-130.442657,740.601746,-40565.684762,28894.083234,373.369213
1981,220.849362,355.945433,0.000000,200.000000,300.000000,0.000000,-7.627248,33.688652,93.852989,5250.646147,-1956.774981,-391.539452,422.946925,847.179291,0.000000,462.000000,902.000000,0.000000,-2.556162,-129.963730,744.336914,-40805.077147,29068.645050,366.864920
1982,222.616004,358.047852,0.000000,200.000000,300.000000,0.000000,-7.785976,31.297644,86.897018,5044.185260,-1965.263340,-409.564326,423.143538,847.409892,0.000000,462.000000,902.000000,0.000000,-2.597712,-129.349686,749.282288,-40903.401286,29114.458669,279.649964
1983,222.107094,359.644377,0.000000,200.000000,300.000000,0.000000,-7.374812,28.782848,80.425385,4796.921936,-1777.971542,-340.319587,423.210082,847.398622,0.000000,462.000000,902.000000,0.000000,-2.761929,-129.147079,753.494385,-41141.831967,29227.985188,268.746616
1984,221.849932,359.372079,0.000000,200.000000,300.000000,0.000000,-6.393639,26.637642,75.812904,4501.169750,-1656.506839,-420.288729,423.292950,847.477865,0.000000,462.000000,902.000000,0.000000,-2.514182,-128.632629,757.661926,-41309.345548,29326.857748,219.834843
1985,220.892601,359.864265,0.000000,200.000000,300.000000,0.000000,-6.021178,24.270519,70.417000,4215.461917,-1471.194256,-476.472851,423.326303,847.682906,0.000000,462.000000,902.000000,0.000000,-2.669853,-128.340363,762.391479,-41410.889611,29484.496958,185.285888
1986,220.871941,365.990181,0.000000,200.000000,300.000000,0.000000,-5.610645,22.131250,64.204819,4236.887623,-1340.079162,-428.745866,423.352815,847.646988,0.000000,462.000000,902.000000,0.000000,-3.227427,-127.731712,765.862488,-41626.933262,29598.428969,128.991697
1987,220.117832,364.210388,0.000000,200.000000,300.000000,0.000000,-4.880732,20.599207,60.413593,3879.180268,-1215.390503,-403.041521,423.376803,847.770388,0.000000,462.000000,902.000000,0.000000,-2.795655,-127.106529,770.377319,-41777.263159,29754.434687,105.546737
1988,220.182342,367.257905,0.000000,200.000000,300.000000,0.000000,-4.565355,18.663954,55.232597,3714.828763,-1114.723172,-516.702053,423.415210,847.754652,0.000000,462.000000,902.000000,0.000000,-3.045761,-126.597107,773.763062,-41973.046527,29855.485303,96.727585
1989,216.743138,371.174678,0.000000,200.000000,300.000000,0.000000,-3.875422,16.801088,50.750904,3612.179246,-849.729367,-487.020687,423.530171,847.844542,0.000000,462.000000,902.000000,0.000000,-2.682783,-125.871033,778.407532,-42155.016605,29945.204303,11.731889
1990,218.628689,370.594166,0.000000,200.000000,300.000000,0.000000,-3.485060,15.643213,47.214619,3333.076631,-879.546449,-455.166508,423.597853,847.971076,0.000000,462.000000,902.000000,0.000000,-2.900169,-125.482430,782.095581,-42255.783063,30034.149621,8.020489
1991,214.843902,373.142223,0.000000,200.000000,300.000000,0.000000,-2.659615,13.730422,44.067852,3223.220645,-654.138885,-568.698914,423.647723,848.036959,0.000000,462.000000,902.000000,0.000000,-2.896000,-124.928337,784.742371,-42347.084990,30096.657137,-4.767788
1992,215.859767,376.641258,0.000000,200.000000,300.000000,0.000000,-2.016002,12.925325,39.372696,3017.572930,-624.441781,-528.480701,423.244919,847.957099,0.000000,462.000000,902.000000,0.000000,-2.880353,-124.548180,788.434387,-42609.281795,30555.838801,-17.973046
1993,211.036012,378.115642,0.000000,200.000000,300.000000,0.000000,-1.517905,11.625528,37.003067,2890.518326,-408.366295,-533.856677,423.693544,848.058665,0.000000,462.000000,902.000000,0.000000,-3.165817,-123.973526,791.426819,-42690.619324,30316.756418,-45.397339
1994,212.680768,383.993572,0.000000,200.000000,300.000000,0.000000,-0.651005,10.528090,34.203197,2872.848717,-433.722812,-637.574154,423.710529,848.063011,0.000000,462.000000,902.000000,0.000000,-2.992992,-123.240547,794.986633,-42879.185194,30439.617252,-75.833465
1995,208.706614,382.216500,0.000000,200.000000,300.000000,0.000000,-0.263799,10.164073,31.664040,2603.306512,-275.686567,-613.793262,423.863195,848.268663,0.000000,462.000000,902.000000,0.000000,-2.934828,-122.775078,797.892456,-42871.828387,30429.069230,-62.461135
1996,209.423772,383.773562,0.000000,200.000000,300.000000,0.000000,-0.005566,9.369298,28.818380,2414.218381,-271.577848,-569.016895,423.842102,848.356348,0.000000,462.000000,902.000000,0.000000,-3.106271,-122.341751,801.103027,-42974.092275,30568.407495,-89.426873
1997,203.207359,388.260616,0.000000,200.000000,300.000000,0.000000,0.467830,8.667226,26.320133,2323.031176,-84.418106,-644.658167,423.842301,848.404836,0.000000,462.000000,902.000000,0.000000,-3.128354,-121.675056,804.444092,-43114.313238,30695.735412,-150.021208
1998,206.834327,393.558020,0.000000,200.000000,300.000000,0.000000,0.474678,7.871796,23.945154,2240.261207,-163.649020,-590.052299,423.872667,848.475683,0.000000,462.000000,902.000000,0.000000,-2.705918,-121.417801,807.093628,-43199.135262,30772.327806,-110.117729
1999,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,423.896535,848.580624,0.000000,462.000000,902.000000,0.000000,-3.136355,-120.913368,809.739197,-43255.762918,30853.869435,-31.321374
2000,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,423.931624,848.636105,0.000000,462.000000,902.000000,0.000000,-3.112806,-120.225739,812.602600,-43363.639652,30934.461620,-72.810098
2001,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,423.902616,848.673644,0.000000,462.000000,902.000000,0.000000,-2.922632,-119.945068,815.815918,-43504.490027,31080.452142,-85.196614
2002,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,423.859794,848.771353,0.000000,462.000000,902.000000,0.000000,-3.214350,-118.855621,818.112610,-43547.027345,31202.983186,-33.492860
