WALKING 07
Date:,2019/07/18
Time:,15:31:14
Type:,
Description:,""
Notes:,""

EVENTS
Subject,Context,Name,Time (s),Description
Patient 1,Right,Foot Strike,1.850000,The instant the heel strikes the ground
Patient 1,Right,Foot Off,2.660000,The instant the toe leaves the ground

TRAJECTORIES
100.000000,Hz
,LASI,,,RASI,,,LPSI,,,RPSI,,,RTHI,,,RKNE,,,RTIB,,,RANK,,,RHEE,,,RTOE,,,*1,,,*2,,,*3,,,*4,,,*5,,,*6,,,*7,,,RHipAngles,,,RKneeAngles,,,RAnkleAngles,,,RAbsAnkleAngle,,,LPelvisAngles,,,RPelvisAngles,,,RFootProgressAngles,,,RGroundReactionForce,,,RNormalisedGRF,,,RAnkleForce,,,RKneeForce,,,RHipForce,,,RGroundReactionMoment,,,RAnkleMoment,,,RKneeMoment,,,RHipMoment,,,RAnklePower,,,RKneePower,,,RHipPower,,,PELO,,,PELP,,,PELL,,,PELA,,,RFEO,,,RFEP,,,RFEL,,,RFEA,,,RFOO,,,RFOP,,,RFOL,,,RFOA,,,RTIO,,,RTIP,,,RTIL,,,RTIA,,,RTOO,,,RTOP,,,RTOL,,,RTOA
Field #,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
2416,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.939364,960.409211,0.000000,462.000000,902.000000,0.000000,-4.991910,49.149837,909.224487,53107.085104,-24493.929093,9457.177148
2417,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.138217,960.470223,0.000000,462.000000,902.000000,0.000000,-5.220366,50.368702,908.786011,53136.920432,-24662.831651,9489.175538
2418,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.051537,960.405917,0.000000,462.000000,902.000000,0.000000,-5.245090,51.615768,911.730408,53250.450571,-24663.709240,9495.923522
2419,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,488.992908,960.358267,0.000000,462.000000,902.000000,0.000000,-4.955623,52.893196,913.029541,53282.821577,-24645.322582,9576.331886
2420,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.106058,960.201762,0.000000,462.000000,902.000000,0.000000,-5.168949,53.896118,914.155151,53205.440818,-24779.142237,9541.951724
2421,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.204906,960.244277,0.000000,462.000000,902.000000,0.000000,-5.237773,54.927925,915.278931,53309.759313,-24900.077448,9646.572842
2422,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.304064,960.247495,0.000000,462.000000,902.000000,0.000000,-5.321689,56.195190,916.488159,53383.139570,-25023.851421,9633.015116
2423,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.187564,960.032330,0.000000,462.000000,902.000000,0.000000,-5.110439,57.408688,918.093079,53279.080142,-24960.713998,9654.334893
2424,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.348181,960.018654,0.000000,462.000000,902.000000,0.000000,-5.437465,58.508362,920.169495,53386.995228,-25164.962298,9692.281460
2425,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.282665,960.033149,0.000000,462.000000,902.000000,0.000000,-5.212121,59.709152,921.337219,53468.099906,-25136.534249,9747.263416
2426,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.451807,959.956247,0.000000,462.000000,902.000000,0.000000,-5.390306,60.566113,922.376038,53457.453543,-25320.888888,9790.985288
2427,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.351622,959.912683,0.000000,462.000000,902.000000,0.000000,-5.332427,61.768517,924.193787,53522.541978,-25278.199164,9796.141187
2428,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.392142,959.999187,0.000000,462.000000,902.000000,0.000000,-5.345750,62.571716,925.577087,53682.718379,-25353.539154,9847.439351
2429,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.402694,959.940062,0.000000,462.000000,902.000000,0.000000,-5.456249,63.593685,926.312195,53670.585848,-25383.449842,9907.440182
2430,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.435932,960.019200,0.000000,462.000000,902.000000,0.000000,-5.395071,64.662758,927.521423,53814.051109,-25447.415026,9920.549282
2431,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.472686,959.859819,0.000000,462.000000,902.000000,0.000000,-5.355272,65.531593,928.909485,53746.534700,-25519.638757,9992.197302
2432,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.462478,959.917594,0.000000,462.000000,902.000000,0.000000,-5.437856,66.511520,930.812561,53910.423655,-25562.419572,10035.629232
2433,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.529007,959.769613,0.000000,462.000000,902.000000,0.000000,-5.454340,67.887428,931.461548,53810.172713,-25642.211931,10059.268367
2434,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.457577,959.722688,0.000000,462.000000,902.000000,0.000000,-5.292878,68.614807,933.108337,53861.521020,-25620.893967,10117.493886
2435,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.561541,959.775312,0.000000,462.000000,902.000000,0.000000,-5.553171,69.548119,933.190674,53915.382085,-25720.173069,10145.352584
2436,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.587848,959.700808,0.000000,462.000000,902.000000,0.000000,-5.354789,70.816429,934.879395,53943.296326,-25791.310568,10164.402335
2437,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.562095,959.840864,0.000000,462.000000,902.000000,0.000000,-5.463452,71.674438,935.740967,54124.065621,-25790.981569,10197.140436
2438,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.565592,959.700248,0.000000,462.000000,902.000000,0.000000,-5.577169,72.939690,936.563293,54039.934032,-25816.921849,10230.397279
2439,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.693659,959.727772,0.000000,462.000000,902.000000,0.000000,-5.329500,73.897919,937.601501,54125.645424,-25965.616555,10281.362309
2440,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.564733,959.545296,0.000000,462.000000,902.000000,0.000000,-5.783178,75.053574,939.116699,54041.748364,-25886.501037,10276.820933
2441,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.591113,959.581429,0.000000,462.000000,902.000000,0.000000,-5.343739,76.044785,939.115295,54075.600392,-25911.236438,10335.407367
2442,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.630138,959.680842,0.000000,462.000000,902.000000,0.000000,-5.481137,77.420563,940.235962,54233.602082,-25978.849510,10359.402222
2443,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.538366,959.444933,0.000000,462.000000,902.000000,0.000000,-5.235904,78.545921,941.668396,54094.077987,-25932.008523,10380.989187
2444,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.638900,959.389596,0.000000,462.000000,902.000000,0.000000,-5.435766,79.699364,942.359375,54081.624057,-26045.776823,10438.211645
2445,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.590780,959.451659,0.000000,462.000000,902.000000,0.000000,-5.672940,80.489540,942.875610,54169.767788,-26014.673207,10492.185333
2446,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.710032,959.457384,0.000000,462.000000,902.000000,0.000000,-5.586412,81.745216,942.698730,54165.002915,-26122.212341,10479.408212
2447,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.787097,959.465384,0.000000,462.000000,902.000000,0.000000,-5.849119,82.635376,943.345276,54209.698448,-26212.826590,10499.968934
2448,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.712234,959.401370,0.000000,462.000000,902.000000,0.000000,-5.514623,83.751221,944.427734,54211.446195,-26172.202214,10482.313277
2449,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.770033,959.339601,0.000000,462.000000,902.000000,0.000000,-5.629236,84.884171,945.639099,54222.568958,-26260.428631,10527.648244
2450,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.688391,959.514172,0.000000,462.000000,902.000000,0.000000,-5.763544,85.730095,945.243103,54364.874388,-26172.260633,10554.097705
2451,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.693912,959.261259,0.000000,462.000000,902.000000,0.000000,-5.733870,86.809387,945.938416,54165.624444,-26196.735644,10571.268177
2452,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.763659,959.333772,0.000000,462.000000,902.000000,0.000000,-5.777445,87.700668,946.497925,54266.296680,-26278.245734,10592.142224
2453,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.821864,959.208072,0.000000,462.000000,902.000000,0.000000,-5.686301,88.945801,947.710693,54216.701116,-26367.077582,10611.277181
2454,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.809537,959.309595,0.000000,462.000000,902.000000,0.000000,-5.742758,89.692978,946.926392,54267.967562,-26333.584344,10623.921521
2455,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.756223,959.264558,0.000000,462.000000,902.000000,0.000000,-5.638804,90.927795,948.094238,54292.197105,-26315.515454,10631.646094
2456,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.782629,959.168282,0.000000,462.000000,902.000000,0.000000,-5.585848,92.050842,948.526611,54225.637156,-26352.562769,10651.568746
2457,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.830275,959.194756,0.000000,462.000000,902.000000,0.000000,-5.727566,93.017799,948.999939,54277.819782,-26410.928818,10695.592420
2458,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.810036,959.188638,0.000000,462.000000,902.000000,0.000000,-5.845094,94.283623,948.432312,54239.552258,-26375.936383,10673.528609
2459,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.832798,959.144743,0.000000,462.000000,902.000000,0.000000,-5.923870,95.405006,949.166931,54239.900181,-26417.971244,10728.603981
2460,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.778546,959.064431,0.000000,462.000000,902.000000,0.000000,-5.686904,96.629807,949.859009,54203.164325,-26385.701776,10715.429314
2461,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.739361,959.005960,0.000000,462.000000,902.000000,0.000000,-5.830266,97.795525,950.419983,54179.603893,-26364.043437,10751.644782
2462,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.784164,959.029051,0.000000,462.000000,902.000000,0.000000,-5.757836,98.875015,949.116150,54127.193323,-26370.398401,10709.455332
2463,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.862942,958.720352,0.000000,462.000000,902.000000,0.000000,-5.943172,100.334854,948.381104,53792.509946,-26424.687560,10782.323491
2464,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.886325,958.900026,0.000000,462.000000,902.000000,0.000000,-5.770381,101.394714,949.111633,54004.476306,-26467.235058,10749.054915
2465,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.867028,958.932612,0.000000,462.000000,902.000000,0.000000,-5.661659,102.496101,949.585144,54062.362983,-26462.116197,10771.751793
2466,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.830231,958.897256,0.000000,462.000000,902.000000,0.000000,-5.756515,103.783058,948.888367,53989.144573,-26407.782344,10775.458811
2467,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.839085,958.882284,0.000000,462.000000,902.000000,0.000000,-5.694123,104.895714,949.752563,54024.094677,-26440.242073,10793.079842
2468,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.956870,958.729559,0.000000,462.000000,902.000000,0.000000,-5.875999,106.037369,948.841797,53827.376784,-26526.646957,10827.384309
2469,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.897595,958.783206,0.000000,462.000000,902.000000,0.000000,-6.047466,107.005554,948.880676,53880.487158,-26471.489132,10827.127984
2470,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.977448,958.775310,0.000000,462.000000,902.000000,0.000000,-6.149342,108.180412,947.403809,53789.145335,-26505.940482,10855.004128
2471,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,489.899320,958.828769,0.000000,462.000000,902.000000,0.000000,-5.927431,109.239464,947.183594,53827.277937,-26425.777826,10831.347228
2472,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.073184,958.707691,0.000000,462.000000,902.000000,0.000000,-5.951494,110.340027,947.356018,53722.372485,-26595.299556,10834.852923
2473,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.018174,958.728777,0.000000,462.000000,902.000000,0.000000,-5.718763,111.583534,946.919922,53717.608939,-26530.967576,10881.123246
2474,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.034823,958.584849,0.000000,462.000000,902.000000,0.000000,-5.791802,112.760963,946.138733,53537.117367,-26524.832130,10866.097733
2475,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.162510,958.507295,0.000000,462.000000,902.000000,0.000000,-5.812299,113.894424,945.660034,53436.690409,-26632.159762,10858.224982
2476,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.090874,958.427507,0.000000,462.000000,902.000000,0.000000,-5.940821,115.060699,945.397705,53346.435540,-26557.047562,10859.598761
2477,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.156997,958.435628,0.000000,462.000000,902.000000,0.000000,-6.057388,116.368950,944.439941,53300.061039,-26592.592658,10865.771032
2478,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.114908,958.458267,0.000000,462.000000,902.000000,0.000000,-5.875986,117.392303,943.657349,53277.258639,-26530.839942,10891.661927
2479,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.171974,958.365807,0.000000,462.000000,902.000000,0.000000,-6.026190,118.460495,943.091553,53158.116317,-26568.750255,10844.045824
2480,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.250656,958.492197,0.000000,462.000000,902.000000,0.000000,-5.864585,119.548531,941.613403,53193.810175,-26601.196096,10877.336119
2481,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.185632,958.349893,0.000000,462.000000,902.000000,0.000000,-5.743840,120.793007,941.526367,53054.910364,-26537.516059,10890.099716
2482,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.182128,958.231984,0.000000,462.000000,902.000000,0.000000,-5.563565,121.861404,940.572632,52890.265319,-26507.338638,10880.353100
2483,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.227395,958.229006,0.000000,462.000000,902.000000,0.000000,-5.973469,122.882782,939.831360,52845.783208,-26528.991396,10865.930925
2484,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.269801,958.164213,0.000000,462.000000,902.000000,0.000000,-6.052501,124.068527,938.182312,52692.271525,-26522.227182,10898.446370
2485,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.332473,958.119962,0.000000,462.000000,902.000000,0.000000,-5.998744,125.270622,938.092590,52645.720294,-26578.482994,10845.752830
2486,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.283527,958.105749,0.000000,462.000000,902.000000,0.000000,-6.000353,126.325645,936.703186,52554.433566,-26493.270062,10864.632282
2487,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.300109,958.249942,0.000000,462.000000,902.000000,0.000000,-5.694415,127.184555,935.225525,52606.381088,-26466.984601,10865.829896
2488,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.310475,958.011188,0.000000,462.000000,902.000000,0.000000,-5.983981,128.008331,934.663147,52351.593234,-26460.757507,10860.732236
2489,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.333993,958.019004,0.000000,462.000000,902.000000,0.000000,-5.947190,129.459869,933.489014,52293.125112,-26449.471550,10883.143514
2490,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.306713,958.033985,0.000000,462.000000,902.000000,0.000000,-5.741685,130.473984,932.055908,52226.806563,-26383.439530,10843.633311
2491,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.397916,958.041706,0.000000,462.000000,902.000000,0.000000,-5.993125,131.374786,930.231628,52131.766986,-26416.639905,10804.327054
2492,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.355022,957.882683,0.000000,462.000000,902.000000,0.000000,-6.009685,132.420273,929.451355,51940.235158,-26354.614078,10796.732073
2493,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.473174,957.820231,0.000000,462.000000,902.000000,0.000000,-6.155839,133.705948,927.671265,51782.824579,-26413.745715,10786.722604
2494,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.474760,957.817125,0.000000,462.000000,902.000000,0.000000,-5.794462,134.377609,926.283936,51702.506095,-26375.712481,10802.144163
2495,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.432260,957.725983,0.000000,462.000000,902.000000,0.000000,-5.921673,135.114212,924.115601,51497.249916,-26274.694934,10753.950532
2496,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.449649,957.712447,0.000000,462.000000,902.000000,0.000000,-5.965811,136.698395,923.591187,51455.525239,-26275.845452,10768.541767
2497,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.453834,957.725624,0.000000,462.000000,902.000000,0.000000,-6.283778,137.523544,922.243164,51392.575708,-26241.354245,10698.720382
2498,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.561697,957.645945,0.000000,462.000000,902.000000,0.000000,-6.074531,138.688400,919.511780,51167.101511,-26262.816855,10708.428632
2499,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.621329,957.690601,0.000000,462.000000,902.000000,0.000000,-6.023364,139.546249,918.598572,51157.306719,-26291.511873,10713.650248
2500,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.554394,957.536782,0.000000,462.000000,902.000000,0.000000,-5.990870,140.646652,916.647766,50907.666803,-26174.321042,10685.408682
2501,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.625362,957.546903,0.000000,462.000000,902.000000,0.000000,-6.054272,141.480713,914.608032,50803.643428,-26180.986059,10688.756949
2502,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.548605,957.657489,0.000000,462.000000,902.000000,0.000000,-6.154820,142.302719,911.742981,50745.324593,-26028.990612,10702.241796
2503,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.632076,957.417161,0.000000,462.000000,902.000000,0.000000,-6.220027,143.448090,911.353455,50504.621241,-26093.941663,10668.077605
2504,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.566733,957.476543,0.000000,462.000000,902.000000,0.000000,-6.080779,144.426636,908.099243,50378.206301,-25941.428600,10639.049346
2505,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.717338,957.364866,0.000000,462.000000,902.000000,0.000000,-5.908344,145.262421,906.625977,50195.225329,-26035.884787,10641.890862
2506,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.636960,957.359779,0.000000,462.000000,902.000000,0.000000,-6.154882,146.349182,903.934814,50041.632002,-25885.945392,10623.678353
2507,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.728351,957.289874,0.000000,462.000000,902.000000,0.000000,-6.106776,147.161942,901.289978,49832.209229,-25892.574802,10606.103080
2508,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.713759,957.219836,0.000000,462.000000,902.000000,0.000000,-5.896940,148.066193,898.991638,49642.170630,-25813.429023,10534.245569
2509,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.736398,957.270103,0.000000,462.000000,902.000000,0.000000,-5.956923,148.493317,897.125671,49584.228154,-25780.159948,10534.068795
2510,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.764211,957.240083,0.000000,462.000000,902.000000,0.000000,-6.006077,149.546310,894.132751,49391.967654,-25719.023022,10551.291769
2511,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.733663,957.183796,0.000000,462.000000,902.000000,0.000000,-5.961363,150.384247,892.267090,49238.685153,-25638.101697,10474.671830
2512,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.792543,957.032907,0.000000,462.000000,902.000000,0.000000,-6.254038,151.151215,890.229553,48991.920014,-25631.972976,10473.016435
2513,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.675275,957.140572,0.000000,462.000000,902.000000,0.000000,-5.969933,151.919434,887.062927,48913.157143,-25436.773397,10503.426664
2514,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.742337,957.031827,0.000000,462.000000,902.000000,0.000000,-6.121656,152.768036,884.807068,48692.549464,-25431.422970,10389.139471
2515,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.816364,957.104093,0.000000,462.000000,902.000000,0.000000,-5.882675,153.425262,881.684631,48584.431675,-25406.945578,10426.668649
2516,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.711164,957.079559,0.000000,462.000000,902.000000,0.000000,-5.844815,154.073273,879.733032,48455.307474,-25258.159279,10428.199012
2517,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.708588,956.942059,0.000000,462.000000,902.000000,0.000000,-5.882603,154.920090,876.785156,48172.381853,-25171.263818,10365.921727
2518,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.752761,956.919272,0.000000,462.000000,902.000000,0.000000,-5.834700,155.679733,874.312500,48016.606386,-25138.898253,10301.607287
2519,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.692535,956.898797,0.000000,462.000000,902.000000,0.000000,-5.783131,156.373245,871.449951,47841.553875,-25004.108295,10235.372344
2520,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.671016,956.809096,0.000000,462.000000,902.000000,0.000000,-5.812961,156.920319,867.635742,47554.330511,-24875.998300,10219.088058
2521,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.666226,956.630226,0.000000,462.000000,902.000000,0.000000,-6.051910,157.679916,865.684570,47292.543839,-24815.909167,10130.555092
2522,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.615685,956.738970,0.000000,462.000000,902.000000,0.000000,-5.611337,158.030548,862.346313,47203.948691,-24676.630850,10152.850836
2523,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.671787,956.770149,0.000000,462.000000,902.000000,0.000000,-6.232085,158.685532,858.483887,47019.290724,-24614.266859,10101.040539
2524,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.702084,956.760899,0.000000,462.000000,902.000000,0.000000,-5.683361,159.302170,854.453247,46790.627766,-24524.588516,10066.338148
2525,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.616342,956.743481,0.000000,462.000000,902.000000,0.000000,-5.689786,159.282104,851.201599,46597.738310,-24358.275701,9922.438009
2526,,,,200.000000,300.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,490.564856,956.568957,0.000000,462.000000,902.000000,0.000000,-5.754321,159.972336,847.518311,46248.189894,-24209.238247,9905.500174
